name,description,website
ids agency,"Partner Agency of the Year de HubSpot en 2018 y 2019, y Customer First Agency en 2019, hemos ayudado a cientos de empresas en América Latina a alcanzar el éxito con la metodología Inbound de Marketing y Ventas. Nuestro equipo está compuesto por algunos de los mejores talentos en marketing y ventas en LatAm, con acceso a las últimos procesos y recursos Inbound del mundo. Los profesionales de marketing que trabajan con nosotros suelen decir lo mismo: “hemos probado todo en redes sociales, publicado contenidos y pagado avisos, optimizado para SEO y enviado miles de emails. Aún así no generamos los resultados que necesitamos”. En tanto, el área de ventas dice: “no tengo visibilidad para proyectar pipeline y las actividades del equipo. Necesito datos confiables para analizar y contestar las preguntas de la Gerencia”. Nuestra misión en ids optimizar tus procesos para ayudarte a alcanzar tus metas y convertir en realidad la visión del negocio.",http://www.ids.agency
Faltan Manos,None,http://www.faltanmanos.org
Ikimun LLC,None,http://ikimun.com
Kurma SpA,"Kurma es una empresa que busca cambiar el mundo de manera ecológica, buscando soluciones a través de la tecnología e innovación para la creación de productos deportivos.  Trabajamos de manera dinámica, sabemos que a veces la ideas pueden salir de una conversación o hasta de un chiste. Tenemos varias reuniones semanales para chequear cada punto y ayudarnos si es necesario. Nuestra política es conversar todo para nunca sentirnos incómodos, expresar lo que sentimos para poder tener un ambiente laboral sano y divertido. Kurma está creciendo a nivel Latam y tenemos muchísimos desafíos sobre la mesa. Los lunes y viernes tenemos reuniones para revisar la planificación semanal y aprovechamos para ponernos al día para que el Home office no nos aleje de un ambiente laboral agradable y colaborativo.",http://www.kurma.cl
GTK,None,https://www.gtk.com.co
gestsol,"Somos una empresa de desarrollo de soluciones tecnológicas innovadoras que le otorguen valor agregado y diferenciación en el mercado a nuestros clientes, utilizando las NTIC como elementos centrales, junto con ampliar las oportunidades de desarrollo profesional y personal a los colaboradores y asegurar la sustentabilidad financiera del negocio.Somos una empresa de Tecnología, líderes en servicios de entretención a bordo como también innovaciones en diversos mercados tecnológicos.",http://www.gestsol.cl/
Rutero,"Hola, en Rutero queremos convertirnos en la primera plataforma de pago y reserva para el mundo outdoor (camping, glamping y motorhome, entre otros). Creemos en que estos tipos de alojamiento son capaces de llevarte a experiencias de naturaleza increíbles. Para lograr esto tenemos un largo camino que recorrer y necesitamos a alguien que lidere nuestro desarrollo. Contamos con un MVP ubicado en Chile, pero necesitamos dar el siguiente paso y prepararnos para crecer a LATAM.",http://www.ruterocamping.com
Liferay Latin America,"Liferay, Inc. is a uniquely profitable B2B enterprise software company with 1,000 fiery-eyed employees all across Europe, the Americas, Middle East, and Asia. Our flagship product is the Liferay Digital Experience Platform, which companies like HP, Domino’s, and Airbus use to build customized experiences for their customers and employees. But we don’t just make awesome software, we are also fueled by a greater-than-profit vision. By building a vibrant business, making technology useful, and investing in communities, we make it possible for people to reach their full potential to serve others. Establishing a strong design practice across Latin America is a high priority for our business. We’re looking for a Senior Web Designer with experience as a first-hire that can serve our customers and partners while simultaneously working with our existing teams based in the US and Brazil to continue cultivating a strong design culture there and beyond. ",https://www.liferay.com/home
TICBLUE LTDA," TICBLUE es una empresa de software enfocada en entregar servicios principalmente en la industria de la Salud, Seguros y Gobierno para quienes hemos desarrollado más de 50 proyectos y más de 140 intervenciones. Nuestra misión es Facilitar a nuestros clientes el logro de sus objetivos de negocios, por medio de soluciones que permitan su evolución digital y nuestra visión es que todos nuestros clientes se sientan permanentemente deleitados con nuestros servicios digitales. Nuestros servicios estan orientados a la consultoria, gestión de proyectos, outsourcing y desarrollo de Integraciones, Aplicaciones, Visualizaciones y al soporte preventivo, correctivo y evolutivo de aplicaciones.Nuestros valores son Responsabilidad. Creatividad. Confianza, Transparencia, Colaboración.",http://www.ticblue.com
IT Hunter,"En IT Hunter buscamos para cliente del área tecnológica, profesional dinámico y apasionado por el desarrollo para formar parte de equipo especialista en aplicaciones de geolocalización. Se parte de un startup en crecimiento, compuesto por profesionales de diversas partes del mundo como Venezuela, Cuba, Argentina y Chile.",http://www.it-hunter.cl/ith/
Buda.com,"En Buda.com nos hemos propuesto acelerar la adopción de Bitcoin en Latinoamérica, y ayudar a reconstruir la industria financiera sobre un estándar monetario único, global, descentralizado y 100% digital. Estamos convencidos de que estaremos mejor cuando exista un “Internet del dinero”.Es por esto que queremos crear los cimientos de la revolución de la industria financiera para darle la bienvenida a todo el mundo de manera descentralizada, transparente y más justa. Tenemos un equipo realmente excepcional, y queremos seguir fortaleciéndolo con personas que quieran trabajar en una empresa que está explorando, experimentando e intentando cambiar positivamente el mundo de los clientes que atiende.",https://www.buda.com
Readiness IT,"Readiness IT is a digital transformation company, that through the development of business solutions and accelerators, supports companies to achieve next level of user-centric experiences.From end-to-end process, architecture design, system integration, orchestration and automation, user experience and process, test automation, customer relationship management, omnichannel & multichannel experience, Readiness IT delivers customers high-quality services and solutions, that challenge today’s client needs.",https://www.readinessit.com/
CONSULTORA EN SEGURIDAD E HIGIENE,None,http://consultoraenseguridadehigiene.com/
WPCHILE,"Web Partners es una empresa con más de 20 años de experiencia en el diseño de sitios web, gestión de campañas de marketing digital y desarrollo de software y aplicaciones web.Estamos fuertemente orientados a los mercados inmobiliarios, automotriz, educación y b2b manejando una cartera vigente de más de 30 clientes.Contamos con equipo altamente cohesionado y competitivo que queremos enriquecer. A diario nos enfrentamos con nuevos desafíos tecnológicos y comerciales lo que implica buscar personas altamente motivadas, orientadas a los resultados y con hambre de aprender y resolver.Buscamos nuevos talentos, energías y experiencias que nos permitan migrar nuestras soluciones desde los tradicionales ambientes LAMP a ecosistemas MEAN.",http://www.wpchile.com
Poliglota,"Poliglota es la primera plataforma de aprendizaje de idiomas cara a cara del mundo, con una comunidad presente en más de 30 países y una metodología revolucionaria en todo el mundo. Nuestro core son los Learning Groups, que son clases de idioma enfocadas en la conversación cara a cara en cafeterías y guiadas por profesores expertos.Te buscamos si es que eresProactivo, autodidacta,  buena onda y con ganas de generar impacto. Amante del Back End (pero sabes de todo) y por supuesto Ruby!Tu misión será participar del proceso de escalamiento en nuestra plataforma, como parte de nuestro equipo de desarrollo.",http://www.poliglota.org
Icommerce,None,http://www.icommerce.cl/
Havas Media Group,None,http://www.havasmedia.com/
Bedu,None,http://bedu.org/
FCBMAYO Chile,None,http://www.fcbmayo.cl/
Suda Spa,None,http://www.sudaapp.com/
Grupo Link,None,http://www.grupolink.cl
TACOALTO Diseño,None,http://www.tacoalto.cl
ID1 Internet,None,https://www.id1.cl
Norte Digital,"Norte Digital LATAM, Agencia de medios digitales con especialización en Performance con presencia en Chile, Argentina, México, Colombia, Brasil y Perú.Norte Digital LATAM es un Google Premier Partner de Adwords, Waze Certified Partner, Expert Partner de Mercadoshops y Partner de Facebook.Se busca para el equipo de Chile.",https://norte.digital/
Fligoo,None,http://www.fligoo.com/
Selnet,None,http://selnet.la/
TV PERÚ,None,http://www.tvperu.gob.pe/
Instagram Post Likes,None,https://ytinstaviews.com/buy-instagram-likes-india-cheap
Cósmica jesi,None,http://los
Faro Travel,None,https://faro.travel
How! Agencia Digital,"Agencia Digital How, es una empresa de publicidad y marketing digital.Tenemos diversas áreas de servicio entre las que destacan social media content, social media ads y desarrollo web.Somos una empresa con enfoque boutique, creemos en la dedicación y el trato exclusivo para los clientes.En lo que refiere a a cultura organizacional, somos una empresa de menos de 20 personas, por lo que esperamos un diálogo abierto, siempre teniendo presente los deberes, derechos y responsabilidades tanto de la empresa como de los colaboradores.",http://www.agenciahow.cl
virtualQ,None,http://virtualq.io/
Agronometrics,"Agronometrics es una empresa de análisis de datos del mercado de la Agricultura. Tenemos la misión de ayudar a productores de fruta fresca de todo tamaño a tomar mejores decisiones, basadas en análisis de datos relevantes, para comercializar su cosecha e incrementar sus ganancias. Presentemente nuestra plataforma está enfocada en los EE.UU. y buscamos ayuda para expandir nuestro proyecto al resto del mundo.",https://www.agronometrics.com/
KSB Chile SA,None,https://www.ksb.com/es-cl
Bridge,"Join a fast-moving team with tremendous growth potential. We’re looking for driven, mission-aligned team members to join our team and simplify immigration across the world. We work with hundreds of customers ranging from leading startups like Getaround and Carta to Fortune 500 companies like Allegiant Airlines and American Family Insurance. ",https://www.bridge.legal
Classroomate,None,http://classroomate.com
Mktxdatos Europe SAS - GuideMeCuty2,"Tecnología para turistas, creamos la empresa en Francia (todo el equipo necesita hablar inglés, pero a diario hablamos en español) Ganamos el Smart Port Challenge 2019 y nuevamente 2021 (ambos en Francia), también ganamos el PORTS4 .0 en España durante 2020. Somos una startup en proceso de conseguir el primer inversor y con el objetivo de crecer en talento a LARGO plazo con la opción abierta de hacer de esta una opción de vida para unirnos a nuestra familia. La empresa esta constituida con 5 personas con mas de 10 años de experiencia en Puertos y en turismo.El modelo de negocio esta basado en Publicidad . MktxDatos Europe SAS. SIRET : 84339282000026 y contrato CDI con periodo de prueba de 3 meses.La mayoría de los miembros del equipo son de Argentina, España y Francia. ",http://marseille.guidemecity.com
